Id,Mixed Meaning
4000EEW_B05_U29_2964,"<ul><li>Corporate means having to do with a corporation. Playing golf can be a part of corporate culture. A corporate jet is one owned by the company and used for company business.</li><li>When people refer to corporate as a noun, as in ""I have to ask corporate,"" it's actually just a shortening of ""corporate headquarters."" People tend to be on their best behavior at work, where money and advancement are on the line. Therefore, corporate behavior is often associated with being eager to please those in authority.</li></ul>"
4000EEW_B05_U29_2965,"<ul><li>Many people use the expression ""enhance your chance"" to point out ways to increase your chances of winning or earning a contest or prize. When you enhance something, you heighten it or make it better.</li><li>""Hance"" is not a word, but the addition of ""en-"" does something to enhance it and improve its sound. You can enhance the size of something, too, by altering it or raising it, which is what the word original meant (the ""hance"" part came via French from Latin altus, meaning ""high""). When you enhance something you take it to a higher level, like adding salt to French fries to enhance flavor or adding words to enhance your vocabulary.</li></ul>"
4000EEW_B05_U29_2966,"<ul><li>An era is a period of time distinguished by a particular character. “It was the Eisenhower era, when people were more willing to serve in the military.”</li><li>Era has a couple of great things about it. First, it is used whenever you talk about dinosaurs to describe the various geologic time periods, for instance the Paleozoic Era, or the Jurassic Era. Second, it is a word beloved of crossword puzzle editors, so if you’re looking for a three-letter word for an age, look no further. Third, it sometimes confuses people who are talking about the ERA, or the Equal Rights Amendment, a vestige of the era of political feminism.</li></ul>"
4000EEW_B05_U29_2967,"<ul><li>A guideline is a rule-of-thumb or suggestion that shows or tells you how to behave. If you want to stay healthy, you might want to follow the government's dietary guidelines. Sample guideline: go easy on the salt.</li><li>In the 18th century, guideline referred to an actual line that you drew on fabric before cutting.  So for example, if you wanted to cut a piece of linen to make a dress, you'd draw a guideline on it first to make sure the incision would be straight.  The line guided your cut; over time, the word became a metaphor for a guide to any sort of action.</li></ul>"
4000EEW_B05_U29_2968,"<ul><li>To incorporate is to include or integrate a part into the whole. Incorporate is a more active version of the word ""include""; if you incorporate, you are adding something to the mix.</li><li>In the business world, to incorporate is a legal process. In other usages, the word incorporate really just means to include something or work something into whatever was already existing. You could incorporate your new roommate's furniture into the decor of your apartment, but you may not find a way to incorporate her cat's litter box.</li></ul>"
4000EEW_B05_U29_2969,"<ul><li>Talking, dancing, playing a game — all of these activities allow you to interact with other people. To interact means to communicate and react to the people you're involved with.</li><li>Some video games are called interactive because they are not static, like board games, but allow players to interact with them and direct the story. If you are talking about chemicals or medicines that interact, the presence of one affects the way the other works. If someone says that you interact well with children, it means you communicate well with them and they respond to you.</li></ul>"
4000EEW_B05_U29_2970,"<ul><li>A clock breaks time down into intervals of seconds, minutes, and hours. An interval is a distinct measure of time or the physical or temporal distance between two things.</li><li>When you are driving down the highway at 60 mph, you'll see distance markers at intervals of .1 miles. That means that every 1/10th of a mile, you will see one of these markers. Do the math and you'll see that these signs flash by you at intervals of 6 seconds. If your coach tells you to try interval training, he is telling you to do something like run for three minutes, lift weights for two, then run again for three. If he tells you do this again and again, you might want to end this interval of your life.</li></ul>"
4000EEW_B05_U29_2971,"<ul><li>When something is mobile it can move or be moved easily. If you walk to the end of the block talking on your cell phone, you are a mobile being using a mobile device.</li><li>A mobile is something you hang over a crib to entertain the baby, or a scale model of the universe. In 1940, the word mobile was first used to refer to a house that could be easily moved — a mobile home. If someone says to you jokingly that they ""are not mobile,"" it means that their car is not working. It will be hard for them to be upwardly mobile, or to improve their social status, if they don't get mobile and get to work soon!</li></ul>"
4000EEW_B05_U29_2972,"<ul><li>To modify is to change or transform, but only slightly. If you miss your free-throws half the time, your coach will probably try to improve your shooting average by modifying your technique.</li><li>Modify may mean to alter something, but it's not a total makeover. When you modify or make modifications, you're making subtle changes. These tweaks are usually needed to make improvements or make the thing being modified less extreme. So you can modify your voice if your tone is too harsh, or modify your wardrobe with a few new pairs of cool shoes.</li></ul>"
4000EEW_B05_U29_2973,"<ul><li>In math, parallel means two lines that never intersect — think of an equal sign. Figuratively, parallel means similar, or happening at the same time. A story might describe the parallel lives of three close friends.</li><li>Parallel is from Greek parallēlos, from the prefix para-, ""beside,"" plus allēlōn, ""of one another,"" from allos, ""other."" As a noun, a parallel is a way in which things resemble each other — you might draw parallels between the Vietnam War and the U.S. invasion of Iraq. In specialized use, a parallel can mean one of the imaginary circles on the surface of the Earth that are parallel to the equator — the 49th parallel divides the U.S. and Canada.</li></ul>"
4000EEW_B05_U29_2974,"<ul><li>A phenomenon is an extraordinary occurrence or circumstance. In the 1950s, rock-n-roll was considered a new cultural phenomenon, while today we think of crop circles as a mysterious phenomenon.</li><li>Like many words with Greek roots, phenomenon started out as a science term. Scientists used it (and still do) to describe any event or fact that could be observed, amazing or not. An earthquake, for example, was a phenomenon, because you could see it (and hear it and feel it). Phenomenon is an example of a word having a specific meaning for one group of people that gets changed when used by the general public.</li></ul>"
4000EEW_B05_U29_2975,"<ul><li>Pollute is a verb that means to make something dirty or impure. You can pollute a river by pouring waste into it, or you can pollute your body by eating way too much candy.</li><li>Pollute comes from the Latin word pollut-, meaning “soiled.” When you pollute something, it's soiled or contaminated, often by something poisonous. You might have heard the word pollution — pollution is the stuff that pollutes the environment. The word pollute can be used more figuratively to describe something that corrupts or degrades. For example, reading articles about celebrity weddings can pollute your mind.</li></ul>"
4000EEW_B05_U29_2976,"<ul><li>When you ridicule someone, you mock or make fun of them. They become the object of your ridicule or mockery. Your bad behavior might bring ridicule on your parents, who raised you to know better.</li><li>The word ridicule is related to ridiculous. If you ridicule a friend, you try to make them look ridiculous. But now that isn't very friendly! Both words come from the Latin redire which means to laugh. When you are ridiculed, you are made a laughing stock, but being the object of ridicule is never funny.</li></ul>"
4000EEW_B05_U29_2977,"<ul><li>Does it come from the sun? Is it related to the sunshine? Does it depend on sunny rays of light to function? Then it's probably safe to call it solar.</li><li>The ancient Egyptians worshiped the sun god Ra, shaping their lives around the sun's golden rays and even following a solar calendar. Today sun worship is experiencing a renaissance, as more and more people become interested in harnessing the big star's power for ""solar energy."" Whatever way you decide to partake in solar enjoyment, just remember to wear sunblock.</li></ul>"
4000EEW_B05_U29_2978,"<ul><li>A certain area that's owned or under the control of someone is called a territory. Countries defend their territories during wars and dogs mark their territory in the yard by peeing on it.</li><li>Although the territory of a country includes its entire area, the noun can also specifically refer to an area governed by a country, but one that isn't a state or province. Puerto Rico is a territory of the United States, for example. The noun territory can also be used to describe any assigned region or area, such as a salesman whose territory is the Midwest — that means that he's in charge of business in there.</li></ul>"
4000EEW_B05_U29_2979,"<ul><li>A tournament refers to a gathering of competitors playing a series of games. There are chess tournaments, golf tournaments, tennis tournaments, and  a number of tournaments titled “Tournament of Champions.”</li><li>In medieval times, large groups of knights would gather and compete in a tournament. These tournaments were composed of a number of fighting events. In the melee event, the knights were divided into two teams which would ride at each other with lances, trying to unhorse the opposing knights. There is evidence that weapons were not blunted for these tournaments. Ouch.</li></ul>"
4000EEW_B05_U29_2980,"<ul><li>If you spend $60 a month on subway fare, then your monthly transportation cost is $60, meaning it costs you $60 each month to get from one place to another.</li><li>The noun transportation often is used to describe the process of moving things. You might make transportation arrangements, for example, for shipping a pet across the country. Transportation can also refer to a formal system for moving things from place to place, like a public transportation system like the subway or public bus or a transportation company that specializes in moving goods from coast to coast.</li></ul>"
4000EEW_B05_U30_2981,"<ul><li>When thinking about all the many meanings of the simple word bill think of the bill you get in a restaurant. A piece of paper that someone pushes toward you, right?</li><li>In the legislature, laws draft form are called bills––pieces of paper being passed around. Dollar bills and advertising bills get passed around too. A bird will push the bill of their beak into things too, and the bill of your baseball hat is the part that sticks out in front of the rest of you. When an actor demands top billing, they want to come first on the billboard marquis in front of the theater (and everywhere else).</li></ul>"
4000EEW_B05_U30_2982,"<ul><li>If you play a sport you are familiar with the term ""in bounds,"" which refers to the boundary, or limits of the playing field that the players must stay within. It is also the outer limits of any space.</li><li>A boundary is a border and it can be physical, such as a fence between two properties, or abstract, such as a moral boundary that society decides it is wrong to cross.  If you have no sense of boundaries, you probably annoy people sometimes by getting too close to them or talking about inappropriate topics. Gustave Flaubert once said, “Earth has its boundaries, but human stupidity is limitless.” A boundary is basically what limits us.</li></ul>"
4000EEW_B05_U30_2983,"<ul><li>Chaos is a state of extreme confusion and disorder. Putting a dozen dogs and a dozen cats in the same room would probably lead to utter chaos.</li><li>The word chaos derives from a Greek word meaning ""chasm"" or ""void,"" which makes sense, given that chaos also refers to the formless state of matter before the cosmos was created. In math and science, chaos describes a system that will develop in wildly different ways with only tiny changes to the initial conditions. ""Controlled chaos"" is a phrase often used casually to describe something that looks out of control but which functions according to unseen rules or organization.</li></ul>"
4000EEW_B05_U30_2984,"<ul><li>If you get the same Donkey Kong score every time you play, you're consistent. It's consistent with video-game addiction, however, that you will continue to play in the hopes of beating that score.</li><li>Consistent is related to the word consist, which refers to what something is made of—""bread dough consists of flour, water, and salt."" Consistency describes texture—a consistent consistency would be brownies as rock-hard in the center as they are at the edge––hopefully, next time you bake you'll get inconsistent results.</li></ul>"
4000EEW_B05_U30_2985,"<ul><li>A cyclone is another word for ""tornado"" or other types of violent, spinning storms. It was a cyclone that uprooted Dorothy in ""The Wizard of Oz,"" and her little dog Toto too.</li><li>In the midwestern part of the United States, a cyclone is a tornado. But ask a meteorologist and he'll tell you that technically a cyclone is a rapidly rotating storm that forms over a warm ocean, specifically in the South Pacific. Tropical cyclones are actually much bigger than tornadoes: a small cyclone could be 100 miles across, while a monster tornado would only be about a mile across.</li></ul>"
4000EEW_B05_U30_2986,"<ul><li>The doomed are people marked by very bad luck, particularly death. When you learn about a tragedy, like a tsunami that kills many people, it makes you feel terrible for the doomed.</li><li>Doomed is a plural noun for referring to a group of unfortunate people, and it's also an adjective describing someone who's destined to die. A runaway dog that kills the animal control officer's pet chickens is doomed, and many characters in Shakespeare's tragic plays are doomed. You can also follow doomed with ""to"" to mean ""destined"" or ""fated."" Your uncle might be doomed to continue working as a school bus driver for the rest of his career.</li></ul>"
4000EEW_B05_U30_2987,"<ul><li>If your grandfather leaves his candy factory to you in his will, it means you're the heir to the family candy business, and after your grandfather dies, you will inherit the factory.</li><li>When you're named in a will or are legally entitled to inherit something, you're an heir. You can be the heir to someone's money, business, or title; in a monarchy, the king or queen's oldest son is usually the heir to the throne. The word heir isn't pronounced like ""hair,"" but instead has a silent h and sounds like ""air.""</li></ul>"
4000EEW_B05_U30_2988,"<ul><li>An adjective referring to the military, the word martial adds a warlike tone to any noun it describes.</li><li>The word martial derives from Mars, the Roman god of war. It refers to almost much anything military, including ""martial law,"" in which the government orders the military to administer the law. The word definitely makes one think of fighting, as in the physical discipline known as the martial arts. But there is a lighter side to the word, too. Martial music, usually associated with the military, is usually bright and inspiring.</li></ul>"
4000EEW_B05_U30_2989,"<ul><li>If you take up organic farming, be sure to use organic fertilizer, not some artificial chemical. Organic describes things that are natural or related to nature.</li><li>In common usage, organic is used to mean “healthful” or “close to nature.” It can also describe foods grown without artificial pesticides or fertilizers. In other uses, organic refers to living things or material that comes from living things. In a more medical sense, organic means “relating to the organs of the body,” and in a legal sense, organic describes something that is central to an organization or a government.</li></ul>"
4000EEW_B05_U30_2990,"<ul><li>Domesticated birds raised for meat or eggs are poultry. If you're going to keep poultry in your back yard, you'll need to build a chicken coop.</li><li>When you talk about eating chicken or turkey, you can refer to that type of meat as poultry: ""I don't eat red meat — just a little fish and poultry."" Other birds that fall into the category of poultry are domesticated guinea hens, ducks, and geese. If they're wild, on the other hand, they're called game. Before poultry came to mean ""domestic fowl"" in the 14th century, it meant ""place where fowl is sold.""</li></ul>"
4000EEW_B05_U30_2991,"<ul><li>To scramble is to move quickly in a disorganized fashion, like people running to get out of the rain. When you scramble a message, it can no longer be read.</li><li>Have you ever run somewhere, in a hurry, with no regard for how you looked? Then you scrambled. Quarterbacks scramble when they need to escape defenders trying to clobber them. A scramble is not graceful; people scramble when they want to get somewhere fast. Also, scrambling refers to altering a message so others can't read it. Putting a message into code is a type of scrambling. Scrambled messages are like scrambled eggs: all mixed up.</li></ul>"
4000EEW_B05_U30_2992,"<ul><li>Sergeant describes a certain rank for a police or military officer.  If you've been promoted to  sergeant, congratulations are in order.</li><li>Sergeant comes from the Old French sergent and originally from the Latin verb servire meaning ""to serve,"" as in ""to serve and protect,"" a police sergeant's job.  Remember that sergeant is spelled with an ""e"" after the ""s"" (it's often misspelled with an ""a"").</li></ul>"
4000EEW_B05_U30_2993,"<ul><li>If your curtains allow light to pass through, they're sheer, or see-through. Sheer can also describe something steep, like a cliff, or anything extreme, like sheer nerve.</li><li>This word has several meanings, but they're all extreme. You might want to layer a sheer shirt over a tank top. Climbing a sheer cliff is almost impossible. If your car sheers, it swerves sharply, and you might crash. Maybe you've met all these meanings in a single nightmare: When the sheer fabric blew over your face as you drove, you lost control and the car began to sheer, filling you with sheer terror as you went over the sheer cliff.</li></ul>"
4000EEW_B05_U30_2994,"<ul><li>Your stance is your posture or the way you stand. Figuratively, if you take a stance against bullying, you are standing against it.</li><li>If you take a stance on a contentious issue, it means you believe strongly about it one way or the other. If your stance is unpopular, you'll need some courage to speak your mind. The word comes from the Italian stanza which means stopping place. Your stance is something that's not likely to change. You have stopped there, your decision is made. You're done.</li></ul>"
4000EEW_B05_U30_2995,"<ul><li>Forget about the internet! Before even the telephone was invented, the telegraph — a device used to communicate via electronic signals — was the main mode of communicating long distance. We've come a long way!</li><li>The telegraph is an outdated form of communication as far as sending long-distance messages goes.  It uses an electric signal broken to create a code that then transmits over a wire and translates into a message. Alexander Graham Bell started tinkering with the telegraph and ended up inventing the first ""harmonic telegraph"" to transmit sound through a wire — which led to the birth of the modern telephone.</li></ul>"
4000EEW_B05_U30_2996,"<ul><li>A textile is something made by knitting, weaving, or crocheting fibers together. A textile is a cloth. You’re probably wearing a textile right now!</li><li>Textile comes from the Latin word, textilis for ""woven fabric” and that's exactly what it is. If you’re in the textile business, you’re dealing with the stuff that gets turned into clothes, flags, dishrags, or anything else made of cloth. If you knit a scarf, you create a hand-made textile — although the word is more often used in art or industry, as in textile design or textile imports.</li></ul>"
4000EEW_B05_U30_2997,"<ul><li>A tornado is a violent windstorm in the shape of a funnel cloud that reaches to the ground. If a tornado is coming, you’ll want to take cover.</li><li>A tornado can be quite severe and leave a lot of destruction in its wake, Tornadoes (or tornados — either is correct) tend to occur more often and with more severity in areas over flat lands, such as the Great Plains. That Kansas “twister” in The Wizard of Oz is a famous example of a tornado. Tornado is sometimes used to describe someone or something that acts like a tornado — with intense, violent energy or emotion.</li></ul>"
4000EEW_B05_U30_2998,"<ul><li>A typhoon is a giant, rotating storm that brings wind, rain, and destruction. Hurricanes and typhoons are both kinds of tropical cyclones. So if you see one coming, watch out!</li><li>One thing that makes typhoons like hurricanes—aside from intense weather—is that we give them names. Why? That's a discussion for another day. If you're having a hard time recalling the meaning of typhoon, try this silliness: ""The typhoon knocked out all the power. I cannot use the telephoon."" You can also remind yourself that typhoon rhymes with another form of harsh weather, the monsoon.</li></ul>"
4000EEW_B05_U30_2999,"<ul><li>To wail is to let loose a long loud cry. If you're feeling truly miserable, take a deep breath and wail as loudly as possible.</li><li>When it comes to expressing unhappiness, wailing lies at the extreme end of the spectrum. So, it's best to save this response for life's most unpleasant moments — unless you're a jazz musician. In jazz terminology, wailing on one's instrument is actually a good thing. What's the connection between an eardrum-shattering expression of misery and a hot jam session? The answer to that question may depend on your personal musical preferences.</li></ul>"
4000EEW_B05_U30_3000,"<ul><li>All of the clothes in your closet make up your wardrobe. If you're tired of your wardrobe,  it just might be time to go shopping.</li><li>From the words warder, meaning “to protect”, and robe, meaning a “piece of clothing,” wardrobe originally meant an entire room where a person's clothing was stored. Nowadays, most people don’t have an entire room for their clothes, so the word wardrobe has downsized to just a large cabinet, or the clothing itself. A wardrobe can also be the costumes (or the costume department) of a theater company or  movie.</li></ul>"
4000EEW_B06_U01_3001,"<ul><li>Steer clear of anything adverse. If it's adverse, it's working against you — like adverse weather conditions or the adverse effects of eating too much sugar.</li><li>Coming from the Latin adversus meaning ""turned against,"" adverse is an adjective describing a factor that seems to work against or actively harm something. Think of the related word, adversary, which means ""enemy or opponent,"" so that if something is adverse, it acts as if it were the enemy. If you have an adverse reaction to an antibiotic, your doctor will need to prescribe a new medication.</li></ul>"
4000EEW_B06_U01_3002,"<ul><li>On a checkerboard, black squares alternate with white ones. As a verb, alternate means to do something in turns. As a noun, an alternate is a replacement.</li><li>While the noun and verb seem not to mean the same thing, think of it this way: If you are brought on in a game to be someone's alternate, you are there to take their turn. Alternate can also be used as an adjective, meaning different or other. An alternate view of history is one that looks at the past from an uncommon perspective. Pay attention to the pronunciation of alternate: as a verb the end is pronounced ""-nāt"" and as a noun or adjective ""-nət.""</li></ul>"
4000EEW_B06_U01_3003,"<ul><li>If something is biodegradable, it can decompose naturally. When you're out camping, you shouldn't leave anything behind and certainly nothing that isn't biodegradable.  A plastic bottle is the antithesis of biodegradable — it will be there forever.</li><li>When you think environmentally friendly, you're thinking biodegradable, and truly environmentally friendly substances degrade quickly into harmless components. What makes something biodegradable is that the decomposition is done by means of living organisms, such as bacteria. When you put earthworms into your compost, they're the living organisms that are assisting you with the decomposition.</li></ul>"
4000EEW_B06_U01_3004,
4000EEW_B06_U01_3005,"<ul><li>When you choke, you are suddenly unable to breathe, often because something is stuck in your throat. Your dad's rude joke might make you gasp and choke on your grilled cheese sandwich.</li><li>You might choke in a smoky room, or choke on a grape that's lodged halfway down your throat. In either case, your body can't get enough oxygen. People also choke up with emotion, figuratively choking on their sobs. Likewise, a child might complain, ""This scarf chokes me!"" — it's uncomfortably tight, but he's not literally unable to breathe. When the weeds in your garden outnumber the vegetables, you can also say they choke, or crowd, your plants.</li></ul>"
4000EEW_B06_U01_3006,"<ul><li>If something is convenient, it adds to your comfort, causes little trouble, or is easy to use, do, or reach. If you live close to your job, that's convenient––it's very easy to get there and get home.</li><li>This adjective descends from Middle English, from Latin conveniēns, from convenīre ""to be suitable, fit."" The basic meaning of Latin convenīre is ""to agree, meet, come together,"" and this is the source of English convene. The opposite of convenient is inconvenient, meaning making trouble or annoyance for you. The corresponding nouns are convenience and inconvenience.</li></ul>"
4000EEW_B06_U01_3007,"<ul><li>When you discard something, you get rid of it. If your closet is overflowing with clothes you haven't worn since 1992, why not discard some of them?</li><li>When the verb discard first entered the English language in the sixteenth century, it referred to card playing and meant “to throw a card away.” Discard is still used to describe getting rid of unlucky cards, but today, you’ll also hear it used in a broader sense — we discard, or throw away, things that are undesirable or no longer useful. You might discard a worn out shoe, for example.</li></ul>"
4000EEW_B06_U01_3008,"<ul><li>Dolphins are smart, sociable aquatic mammals that live in every ocean on the planet. Scientists aren't sure why they do it, but dolphins are known for leaping above the surface of the water as they swim.</li><li>Dolphins are one of the most commonly recognized and beloved sea creatures, in part because they are gregarious and friendly. Their playful nature and intelligence have brought dolphins into close contact with humans, not always to their benefit. Scientists have learned that dolphins live longer, happier lives when they're not in captivity, so you're less likely to see dolphins at an aquarium than in the past. Dolphins are mammals, giving birth to live babies, which may explain the Greek root of dolphin, delphys, meaning ""womb.""</li></ul>"
4000EEW_B06_U01_3009,
4000EEW_B06_U01_3010,"<ul><li>The adjective fatal describes something that is capable of causing death. Certain cleaning products, for instance, are labeled, “Could be fatal if swallowed.” Here's a helpful suggestion: don't swallow them.</li><li>Can you hear the word fate in fatal? In ancient times, people believed that the future was determined by a force called fate, and in the 14th century, the French used the word fatal to describe anything that fate had decreed, including death.  By the next century the word had evolved to mean something that specifically causes death.  Today the term is used more loosely.  If your friend makes a fatal mistake on the tennis court, it doesn't mean that he'll literally die, just that he'll lose the game.</li></ul>"
4000EEW_B06_U01_3011,"<ul><li>Incidence means the frequency with which something bad occurs. You’ll hear of “incidences of cancer” or “incidences of war."" You hope the incidence is decreasing, not increasing.</li><li>You might confuse incidence and incident. They sound similar, but incident refers only to something that happened, not to the frequency with which it happens. After a car accident, the police file an incident report, which is a fancy way of saying they write down what happened. Looking at these reports grouped together can show you if the incidence of accidents at specific intersections in town is on the rise.</li></ul>"
4000EEW_B06_U01_3012,"<ul><li>A municipality refers to a village, town, or city that's usually governed by a mayor and council. From this noun, we get the adjective municipal, which you can use to describe something that relates to a town or its government.</li><li>Your town's city council may have offices in the municipal building downtown. If you want to fight city hall, that would be the place to go. Municipal also more generally describes anything related to the town or city itself. If you live within the city limits, for example, your house may be hooked into the municipal water supply, but if you live outside the city limits you may have to have your own well.</li></ul>"
4000EEW_B06_U01_3013,"<ul><li>To overuse something is to use it too much. If you use your cell phone way too often, texting your friends all day long and playing online Scrabble all night, you overuse it.</li><li>You'll drive your English teacher crazy if you overuse the word like, and you'll rack up all kinds of extra fees if you overuse your iPad. Overuse is also a noun (with a slightly different pronunciation, just as the noun use sounds different from the verb use) — extravagant or excessive use is overuse. The world's overuse of fossil fuels contributes to the rapid warming of the planet.</li></ul>"
4000EEW_B06_U01_3014,
4000EEW_B06_U01_3015,"<ul><li>When you recycle something, you process it so it can be used again. You might recycle an old tire and make it into a snazzy black knapsack with some very cool skid marks.</li><li>The prefix re- means again, and when you recycle something, you process it for another cycle of use. The phrase ""reduce, reuse, recycle"" gives you three ways to prevent waste. When you recycle plastic bottles, they’re melted down and made into new bottles or even furniture or clothing. You might do some creative recycling and turn your old textbooks into a coffee table. When you have your washing machine repeat the wash or rinse cycle, that’s a different recycle.</li></ul>"
4000EEW_B06_U01_3016,"<ul><li>Something is reusable if it can be used more than once. Since you can wash a cloth napkin after you use it, it is reusable. Toilet paper? Not reusable.</li><li>Many cities now encourage shoppers to bring their own reusable bags to stores, instead of having groceries and other goods put in plastic bags that are usually thrown away after a single use. Reusable is a word you'll often see alongside words like recyclable, renewable, or sustainable, in an environmentally conscious context. It comes from the ""again"" prefix re- and usable.</li></ul>"
4000EEW_B06_U01_3017,"<ul><li>If something is stuffed, it's packed full of material, like the giant stuffed rabbit you won at the country fair. If a person is stuffed, she's had too much to eat.</li><li>You might sit back after eating an entire pizza and murmur, ""I'm stuffed."" If you're stuffed up, you've got a bad cold and your head is stuffed with mucous. When objects are stuffed, it's usually because they're full of stuffing, like a stuffed armchair or a stuffed animal. It was once common to insult someone who was pompous but ineffectual by calling him a ""stuffed shirt.""</li></ul>"
4000EEW_B06_U01_3018,"<ul><li>Tragic means sad on a grand scale. Rain on your parade? Sad. Weeks of rain leading to the destruction of a small town and the lives of those in it? Tragic.</li><li>Though the word tragic has come to be used for common sorrows, it's best reserved for the kind of sad, unavoidable situations that Shakespeare would have written about. In a staged tragedy, the main character comes to a sad end due to his or her one tragic flaw –– this lead is called a tragic hero.</li></ul>"
4000EEW_B06_U01_3019,"<ul><li>To utilize is to use what you have or what's available, and it's a three-syllable word meaning the same thing as the one-syllable ""use.""</li><li>The word utilize is often a more formal way to express ""putting something to use."" If you don’t have time to go to the store but you need to come up with a science project, you might utilize what's already in the kitchen. Most of the time you can use the verb use as a synonym for utilize. You can utilize a shorter word to make a sentence easier to read.</li></ul>"
4000EEW_B06_U01_3020,"<ul><li>A whale is a large mammal that lives in the ocean. Whales need to breathe air periodically, and the blowholes on their heads help them do this. Blue whales are the largest animals that ever lived — they're even bigger than the largest dinosaurs were!</li><li>The Old English root of whale means both ""whale"" and ""walrus,"" although these two marine animals are quite different from each other. While some whales grow to be only ten feet long, many whales are enormous. The informal phrase ""a whale of a"" comes from the idea that whales are impressive, and you can use it for things (or people) that really distinguish themselves: ""Wow, this is a whale of a party!""</li></ul>"
4000EEW_B06_U02_3021,"<ul><li>An amateur is a person who does something for enjoyment, not money, like an amateur who paints as a hobby but earns a living another way.</li><li>The adjective amateur often describes a pastime, like an amateur sports league that people join to get exercise and socialize together. Or it can have a negative meaning and describe something that's poorly done. If your guests leave your dinner table and stop for fast food on the way home, you may be ashamed of your amateur cooking skills. Amateur originated as a French word, meaning ""lover of,"" not ""expert.""</li></ul>"
4000EEW_B06_U02_3022,"<ul><li>Look to the adjective ambiguous when you need to describe something that's open to more than one interpretation, like the headline ""Squad helps dog bite victim.""</li><li>Newspaper headlines can be unintentionally funny when they're ambiguous. In ""Squad helps dog bite victim,"" is the squad helping a victim of a dog bite or helping a dog bite a victim?  The ambi- prefix means ""both ways,"" while the guous part is from the Latin verb agere, ""to lead or drive."" Thus an ambiguous sentence or situation drives us in two different directions at once. The accent is on the second syllable, ""big,"" which you can remember since something that's ambiguous can lead to big misunderstandings.</li></ul>"
4000EEW_B06_U02_3023,"<ul><li>If you don't know who wrote a poem, the author is anonymous. If you don't know who donated a gift to a museum, it's called an anonymous gift from an anonymous donor. Anonymous means a person unknown.</li><li>Alcoholics Anonymous takes its name from the fact that it's a confidential group––people use only their first names and do not identify one another as members of the group. Another related meaning of anonymous is to describe something that does not have any special qualities. If you work in an anonymous office building, its design is pretty typical and not very interesting.</li></ul>"
4000EEW_B06_U02_3024,"<ul><li>The verb attain is all about reaching some mark of achievement.  You can attain a goal. You can even attain a destination.</li><li>If you consistently have the highest grades in your class, you'll probably attain a reputation for success. Attain derives in part from the Latin tangere, ""to touch,"" which is also at the root of retain, ""to keep,"" obtain, ""to get,"" and contain, ""to control."" One might obtain the discipline to contain one's emotions while studying, thereby attaining control and retaining more information.</li></ul>"
4000EEW_B06_U02_3025,"<ul><li>When a group wants to govern itself or a person wants to make independent decisions, they are looking for autonomy.</li><li>Autonomy comes from the Greek roots auto meaning ""self"" and nomos meaning ""custom"" or ""law."" This reflects the political sense of the word — a group's right to self-government or self-rule. When a person seeks autonomy, he or she would like to be able to make decisions independently from an authority figure. Can you relate?</li></ul>"
4000EEW_B06_U02_3026,"<ul><li>The noun concession comes in handy in negotiations — between countries, political parties, or even parents and their kids. Want a raise in your allowance? You may have to agree to do more chores as a concession before your parents will agree.</li><li>Although a concession in an argument is the act of yielding or granting something, don't get confused and think that a concession stand is called that because the workers are granting you popcorn at the baseball stadium. Concessions at a ballpark or at another venue are called that because the stadium has granted the right to sell food to a certain provider. Chew on that the next time you're munching on peanuts at a game.</li></ul>"
4000EEW_B06_U02_3027,"<ul><li>To decay means to rot, decompose, break down. Our bodies—anything organic—will decay after death. Broken sidewalks, potholes, graffiti are all signs of urban decay. Tooth decay is something to avoid.</li><li>Decay can also mean decline. Anyone, even a great athlete, must exercise regularly to maintain muscle tone—as soon as you stop, the muscles begin to decay. If the strength of the cable signal coming into your house grows weaker over time, you can complain that it has decayed.</li></ul>"
4000EEW_B06_U02_3028,"<ul><li>To dwell in a home is to live in it. To dwell on something — usually something bad, like a failed romance or terrible service in a restaurant — is to think or speak about it at great length.</li><li>Dwell has been part of the English language for over 1,000 years. The definition of the word has evolved considerably since its first recorded use in the 9th century when Old English dwellan meant ""lead astray"" or ""hinder."" If you constantly dwell on the bad things in life, it could hinder you from seeing the good or lead you astray to the negative. If you keep complaining, your friends might tell you to stop dwelling on it or, if they're really annoyed, they'll say, ""Get over it!""</li></ul>"
4000EEW_B06_U02_3029,"<ul><li>To enlighten someone means to explain something clearly to him. If your friend is behaving strangely but insists she has a reason for it, you could ask her to enlighten you.</li><li>Enlighten comes from the metaphor that ignorance is a state of being ""in the dark,"" and that knowledge is illuminating. We use enlighten as a verb meaning to clear up, to remove confusion. Light is also a powerful metaphor for spiritual insight. If you have a great revelation about the divinity of the world, you could say you have been enlightened. The era known as the ""Age of Reason"" is also called the Enlightenment.</li></ul>"
4000EEW_B06_U02_3030,"<ul><li>To enrich something is to make it richer, or to improve the quality of it. You play the lottery because it might enrich your bank account; you play ping-pong to enrich your quality of life.</li><li>Regardless of the sense it is used in, the key to enrich is the word rich (you can almost think of it as the verb form of the adjective). So to enrich something is to make it rich, richer, or just plain better. Enrich always needs an object: You can’t visit a wax museum just to enrich, but you can go to enrich your life. Verbs that enrich include improve, enhance, cultivate, better, and develop.</li></ul>"
