Word,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
slope,v.,/sləʊp/,(of a surface or line) be inclined from a horizontal or vertical line; slant up or down.,سرازیر شدن، سراشیب کردن، کج شدن,incline,/ɪnˈklʌɪn/,"""<img src=""""paste-83837761617921 (1).jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● His handwriting <font color=""""#0080bc"""">slopes</font> to the left.<br>● they <font color=""""#0080bc"""">sloped</font> our new driveway too steeply and now my car scrapes bottom whenever I back out onto the street""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snaking,adj.,/ sneɪkɪŋ /,,مارپیچی,winding,/ˈwʌɪndɪŋ/,"""<img src=""""paste-27835683045377.jpg"""">""","""● The <font color=""""#0080bc"""">snaking</font> track might take up acres and acres of rich land.<br>● The frozen Yukon River, <font color=""""#0080bc"""">snaking</font> its way to the Bering Sea, was visible from my window on the Cessna.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snap,v.,/snap/,"break or cause to break suddenly and completely, typically with a sharp cracking sound.",شکستن، خورد کردن,break, /breɪk/,"""<img src=""""paste-72864120176641.jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● The branch <font color=""""#0080bc"""">snapped</font> and fell to the ground.<br>● She <font color=""""#0080bc"""">snapped</font> the twig in two.<br>● The boy <font color=""""#0080bc"""">snapped</font> the wing off his toy airplane.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
so far,phr.,/səʊ_fɑːr/,(of a trend that seems likely to continue) up to this time.,تا حالا,until present,""" <font color=""""darkblue""""> &nbsp; up to present</font>&nbsp;<font color=""""darkblue"""">&nbsp; up to now</font><br>[sound:up to present.mp3][sound:up to now.mp3]""","""<img src=""""paste-16147bb8e795682db405434f46ac72915982424a.jpg"""">""","""● It's been quiet <font color=""""#0080bc"""">so far</font>.<br>● <font color=""""#0080bc"""">So far</font>, they have met with no success.<br>● Which one have you enjoyed most <font color=""""#0080bc"""">so far</font>?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soak,v.,/səʊk/,make or allow (something) to become thoroughly wet by immersing it in liquid.,خیساندن، در مایع فرو بردن، غوطه‌ور ساختن - جذب کردن,wet &nbsp; bathe &nbsp; drench &nbsp; moisten &nbsp; saturate &nbsp; penetrate &nbsp; absorb,<br>[sound:bathe.mp3][sound:drench_1342704248563.mp3][sound:moisten.mp3][sound:saturate.mp3][sound:penetrate.mp3][sound:absorb.mp3],"""<img src=""""paste-14323715932161.jpg"""" />""","""● Soak the clothes in cold water.<br>● Let the pans soak; I’ll wash them later.<br><font color=""""red""""><b>soak sth off/out</b></font> <em>(=remove it by soaking)</em><br>● Put the bottle in soapy water to soak the label off.<br><br>● Police aimed water hoses at the marchers, soaking them.<br><b><font color=""""#ff0000"""">soak through/into etc</font></b><br>● The blood soaked through the bandage.<br>● Ordinary meteoric water is water that has <font color=""""#0080bc"""">soaked into</font> the ground.<br>● Donna could feel perspiration <font color=""""#0080bc"""">soaking into</font> her blouse.<br>● One side of his immaculate jacket was <font color=""""#0080bc"""">soaked through</font> and spiked with broken glass.<br><font color=""""red""""><b>soak sth in/with sth</b></font><br>● a rag soaked with oil""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sole,adj.,/səʊl/,one and only.,تنها - منحصر به فرد,only,"""/ˈəʊnli/<font color=""""darkblue""""> &nbsp; unique</font>&nbsp;/juːˈniːk/<br>[sound:unique.mp3]""","""<img src=""""paste-96224447299585.jpg"""">""","""● He became the <font color=""""#0080bc"""">sole</font> heir to the property.<br>● The <font color=""""#0080bc"""">sole</font> aim of the program is to help the poor.<br>● She was the <font color=""""#0080bc"""">sole</font> survivor of the tragedy.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solicit,v.,/səˈlɪsɪt/,ask for or try to obtain (something) from someone.,التماس کردن - خواستار بودن,request, /rɪˈkwɛst/,"""<img src=""""paste-21444771708929.jpg"""">""","""● The center is <font color=""""#0080bc"""">soliciting</font> donations to help victims of the earthquake.<br>● The company is <font color=""""#0080bc"""">soliciting</font> bids from various firms.<br>● The organization is <font color=""""#0080bc"""">soliciting</font> new memberships.""",,"""<font color=""""sienna""""><i>Solicit</i> </font>means to ask for. It is what those people on the street are doing, when they ask, """"Do you have a moment to talk about the destruction of the planet?"""" They are <font color=""""sienna""""><i>soliciting</i> </font>donations for their cause.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
solitary,adj.,/ˈsɑːləteri/,used to emphasize that there is only one of something,تنها، منفرد,alone,/əˈloʊn/,"""<img src=""""paste-42979737731073.jpg"""">""","""● I could see a <font color=""""#0080bc"""">solitary</font> figure outlined against the horizon.<br>● There was one <font color=""""#0080bc"""">solitary</font> hotel left standing after the earthquake.<br>""",,"""If you're a lone wolf, a one-man band, a rugged individualist, or an island unto yourself, you prefer to be <font color=""""sienna""""><i>solitary</i> </font>— in other words, alone or single. The term can be used to describe a person, a place, or a thing.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
sophisticated,adj.,/səˈfɪstɪkeɪtɪd/,"(of a machine, system, or technique) developed to a high degree of complexity.",پیچیده، ماهرانه,refined,"""/rɪˈfʌɪnd/<font color=""""darkblue""""> &nbsp; elaborated</font>&nbsp;/ɪˈlabəreɪtd/<font color=""""darkblue""""> &nbsp; complex</font>&nbsp;/ˈkɒmplɛks/<br>[sound:elaborated.mp3][sound:complex.mp3]""","""<img src=""""paste-12133282611201.jpg"""">""","""● The most <font color=""""#0080bc"""">sophisticated</font> computer system will not lead to better care, unless caregivers are willing to act on the information.<br>● They practiced <font color=""""#0080bc"""">sophisticated</font> techniques of construction that included stone-masonry.<br>● The film is a <font color=""""#0080bc"""">sophisticated</font> and æsthetically beautiful horror film.""",,,,sophisticate,,"""<br>make (someone or something) more sophisticated. <em>""""readers who have been sophisticated by modern literary practice""""</em>""",,,,,,,,,,,,,,,,,,,,,,,
sophistication,n.,/ səˌfɪstɪˈkeɪʃn/,the quality of being sophisticated.,تکنولوژی، پیچیدگی، پیشرفته,technology, /tɛkˈnɒlədʒi/,"""<img src=""""paste-27320286969857.jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● the engine's <font color=""""#0080bc"""">sophistication</font> requires that all repairs be done by an experienced mechanic<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sort,n.,/ sɔːrt /,a category of things or people having some common feature; a type.,نوع - گونه - قسم,type,"""/tʌɪp/<font color=""""darkblue""""> &nbsp; kind</font>&nbsp;/kaɪnd/<br>[sound:kind.mp3]""","""<img src=""""paste-85392539779073.jpg"""">""","""● What <font color=""""#0080bc"""">sort</font> of car do you drive?<br>● I'm not that <font color=""""#0080bc"""">sort</font> of girl!<br>● I have no time for that <font color=""""#0080bc"""">sort</font> of thing.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sought-after,adj.,/ sɔːt-ˈɑːftər /,much in demand; generally desired.,مطلوب،&nbsp;خواسته,desired, /dɪˈzʌɪərd/,"""<img src=""""paste-14512694493185 (1).jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● the most expensive and <font color=""""#0080bc"""">sought-after</font> perfume.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
source,n.,/sɔːrs/,"a thing, place, activity etc that you get something from",منبع، منشاء,origin,/ˈɔːrɪdʒɪn/,"""<img src=""""images (1251).jpg"""">""","""● They get their money from various <font color=""""#0080bc"""">sources</font>.<br>● She has been a great <font color=""""#0080bc"""">source</font> of strength to me.<br>● His job is the family's main <font color=""""#0080bc"""">source</font> of income.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
span,n.,/ span&nbsp;/,the length of time for which something lasts.,دوره,period,/ˈpɪərɪəd/,"""<img src=""""paste-13387413061633.jpg"""">""","""● a short concentration <font color=""""#0080bc"""">span</font>.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
span,v.,/span/,"(of a bridge, arch, etc.) extend from side to side of.",پوشاندن، پوشش دادن، دربرگرفتن,extend over,""" <font color=""""darkblue""""> &nbsp; cover</font>&nbsp;/ˈkʌvər/<br>[sound:cover.mp3]""","""<img src=""""paste-603e7ada3e69b5adf6827c4c0c354e3814b65c50.jpg"""">""","""● Their empire once <font color=""""#0080bc"""">spanned</font> several continents.<br>● Her academic interests <font color=""""#0080bc"""">span</font> a wide variety of topics.<br>● A bridge <font color=""""#0080bc"""">spans</font> the river.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spark,v.,/ spɑːrk /,emit sparks of fire or electricity.,جرقه زدن,set off,/ˈsɛtɒf/,"""<img src=""""paste-73821897883649.jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● The ignition <font color=""""#0080bc"""">sparks</font> as soon as the gas is turned on.<br>● If you get enough methane in a basement, you can <font color=""""#0080bc"""">spark</font> an explosion.<br>● In other cases, small changes in climate have <font color=""""#0080bc"""">sparked</font> a chain of larger effects, leading to massive changes.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sparse,adj.,/spɑːrs/,thinly dispersed or scattered.,تنک، کم پشت,thinly distributed,""" <font color=""""darkblue""""> &nbsp; more thinly</font>&nbsp;<font color=""""darkblue"""">&nbsp; not rich</font><br>[sound:more thinly.mp3][sound:not rich.mp3]""","""<img src=""""paste-11742440587265.jpg"""">""","""● I only use an eyebrow pencil to fill in my <font color=""""#0080bc"""">sparse</font> eyebrows.<br>● Here the population was <font color=""""#0080bc"""">sparse</font> , tiny villages and small, often isolated manors close to the riverbanks.<br>● The Arctic region changed from a productive herbaceous one that supported a variety of large mammals, to a relatively barren waterlogged tundra that supported a far <font color=""""#0080bc"""">sparser</font> fauna.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spawn,v.,/spɔːn/,the product or offspring of a person or place (used to express distaste or disgust).,تولید مثل کردن,create,"""/kriːˈeɪt/<font color=""""darkblue""""> &nbsp; produce</font>&nbsp;/prəˈdjuːs/<br>[sound:produce.mp3]""","""<img src=""""paste-10419590660097 (1).jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● the fish <font color=""""#0080bc"""">spawn</font> among fine-leaved plants.<br>● Atlantic salmon <font color=""""#0080bc"""">spawn</font> in October and November.<br>● The males <font color=""""#0080bc"""">spawn</font> with each female and exhibit no parental care - an extreme case of polygyny.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
speak of,phr. v.,,to show clearly that something happened or exists,نشان دادن، نمایان ساختن,indicate,/ˈɪndɪkeɪt/,"""<img src=""""paste-20259360735233.jpg"""">""","""● <b>speak of something</b><br>● Her skin <font color=""""#0080bc"""">spoke of</font> warm summer days spent in the sun.<br>● <b>no ... to speak of</b><br>● His supple skin had <font color=""""#0080bc"""">no lines to speak of</font>; he preserved it with various expensive creams and face masks.<br>● The house had <font color=""""#0080bc"""">no garden to speak of</font>.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,no ... to speak of,,very little of sth or a very small thing,
speciation,n.,/ˌspiːʃɪˈeɪʃ(ə)n/,the formation of new and distinct species in the course of evolution.,سیر تکاملی,evolution,/ˌevəˈluːʃən/,"""<img src=""""paste-ba57d5c27f974f57a901e9a9a1543b4749b31ac1.jpg"""">""","""● The creation of a new species is known as <font color=""""#0080bc"""">speciation</font> .<br>● Many of us think of evolution as <font color=""""#0080bc"""">speciation</font> , but populations of insects evolved resistance without budding into new species.<br>● Oh, and she's also done work in south of America, this is closer to biology, especially with <font color=""""#0080bc"""">speciation</font>.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specific,adj.,/ spəˈsɪfɪk /,clearly defined or identified.,خاص - ویژه,particular, /pərˈtɪkjʊlər/,"""<img src=""""paste-93729071300609.jpg"""">""","""● There is a <font color=""""#0080bc"""">specific</font> word for this kind of feeling.<br>● a bird species that requires a <font color=""""#0080bc"""">specific</font> environment<br>● We were each given a <font color=""""#0080bc"""">specific</font> topic to talk about.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specifically,adv.,/spəˈsɪfɪkli/,in a way that is exact and clear; precisely.,به طور خاص، به طور دقیق، به طور مشخص,specially,"""/ˈspɛʃəli/<font color=""""darkblue""""> &nbsp; precisely</font>&nbsp;/prɪˈsaɪsli/<font color=""""darkblue""""> &nbsp; exactly</font>&nbsp;/ɪɡˈzæktli/<br>[sound:precisely.mp3][sound:exactly.mp3]""","""<img src=""""paste-b184fbb6f74ed114489c912d6a150f6d7b093ae7.jpg"""">""","""● A workman called at the time I <font color=""""#0080bc"""">specifically</font> stated I would not be in.<br>● In order to build and maintain body tissue, people need protein or more <font color=""""#0080bc"""">specifically</font>, the amino acids in protein.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specify,v.,/ ˈspɛsɪfʌɪ /,identify clearly and definitely.,مشخص کردن، تعیین کردن,state,"""/steɪt/<font color=""""darkblue""""> &nbsp; define</font>&nbsp;/dɪˈfaɪn/<br>[sound:define.mp3]""","""<img src=""""paste-19589345837057.jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● When you order your chicks, <font color=""""#0080bc"""">specify</font> that you want all females.<br>● They can <font color=""""#0080bc"""">specify</font> that at the interview stage""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spectacular,adj.,/spekˈtækjələr/,beautiful in a dramatic and eye-catching way.,تماشایی,impressive,/ɪmˈpresɪv/,"""<img src=""""paste-18751827214337.jpg"""">""","""● The camera will also give us <font color=""""#0080bc"""">spectacular</font> pictures of both the race and huge crowds.<br>● They hiked part way up the mountain and beheld a <font color=""""#0080bc"""">spectacular</font> view.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spectator,n.,/ˈspekteɪtər/,"a person who watches at a show, game, or other event.",تماشاگر - ببینده,beholder,"""/bɪˈhəʊldər/<font color=""""darkblue""""> &nbsp; viewer</font>&nbsp;/ˈvjuːər/ <font color=""""darkblue""""> &nbsp; human viewer</font><br>[sound:viewer.mp3][sound:human viewer.mp3]""","""<img src=""""paste-41377714929665.jpg"""">""","""● The <font color=""""#0080bc"""">spectators</font> lining the road cheered the racers on.<br>● The accident attracted a large crowd of <font color=""""#0080bc"""">spectators</font>.<br>● I wasn't a participant in the preparations, merely a <font color=""""#0080bc"""">spectator</font>.<br>● the impact of passive <font color=""""#0080bc"""">spectators</font> on performance""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spectrum,n.,/ˈspektrəm/,"a complete range of opinions, people, situations etc, going from one extreme to its opposite",طیف,range,/reɪndʒ/,"""<img src=""""paste-37297495998465.jpg"""">""","""● He said that the court was faced with a <font color=""""#0080bc"""">spectrum</font> of possibilities.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
speed,v.,/ spiːd /,move quickly.,سرعت گرفتن,increase the rate of,,"""<img src=""""paste-13507672145921 (1)_1342704248563.jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● medical help will <font color=""""#0080bc"""">speed</font> your recovery.<br>● I got into the car and home we <font color=""""#0080bc"""">sped.</font>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spell,n.,/spel/,"a period of a particular kind of activity, weather, illness etc, usually a short period",دوره,period of time,,"""<img src=""""paste-16445429776385 (1).jpg"""">""","""● I want to get away from racing for a <font color=""""#0080bc"""">spell.</font><br>● It was then that he began a six-year <font color=""""#0080bc"""">spell</font> working full-time on Socialist Worker.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sphere,n.,/ sfɪər /,"a round solid figure, or its surface, with every point on its surface equidistant from its center.",محیط,area, /ˈɛːrɪə/,"""<img src=""""paste-22346714841089.jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● All points on a <font color=""""#0080bc"""">sphere</font> are the same distance from the center.<br>● Women at that time were confined to the domestic <font color=""""#0080bc"""">sphere</font>.<br>● They recognize that jobs in the public <font color=""""#0080bc"""">sphere</font> are valuable.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
splendid,adj.,/ˈsplɛndɪd/,magnificent; very impressive.,پر زرق و برق،&nbsp;با شکوه,magnificent,/maɡˈnɪfɪs(ə)nt/,"""<img src=""""paste-11411728105473.jpg"""">""","""● Given that this unique site has a <font color=""""#0080bc"""">splendid</font> view of the Castle and Old Town, surely upmarket is the way to go.<br>● It was a <font color=""""#0080bc"""">splendid</font> goal, brilliantly taken after some outstanding close-range control.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
splendor,n.,/ˈsplendər/,magnificent and splendid appearance; grandeur.,شکوه و عظمت,magnificence,"""/mæɡˈnɪfəsəns/<font color=""""darkblue""""> &nbsp; grandeur</font>&nbsp;/ˈɡrændʒər/<br>[sound:grandeur.mp3]""","""<img src=""""paste-18249316040705_1342704248562.jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""<font color=""""#ff0000""""><b>splendour of</b></font><br>● We marvelled at the <font color=""""#0080bc"""">splendour of</font> the scenery.<br>● Their adventurous and inquisitive nature explains their fascination with the ancient beauty and <font color=""""#0080bc"""">splendor</font> <font color=""""#0080bc"""">of</font> Egypt.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
split,v.,/splɪt/,"break or cause to break forcibly into parts, especially into halves or along the grain.",از هم جدا کردن، دو نیم کردن,divide,/dəˈvaɪd/,"""<img src=""""paste-35497904701441 (1).jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● The board <font color=""""#0080bc"""">split</font> in two.<br>● The hull of the ship <font color=""""#0080bc"""">split</font> apart on the rocks.<br>● A large chunk of ice <font color=""""#0080bc"""">split</font> off from the iceberg and crashed into the water.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sponsor,v.,/ˈspɒnsər/,provide funds for (a project or activity or the person carrying it out).,حمایت کردن,support, /səˈpɔːrt/,"""<img src=""""paste-85577223372801 (1).jpg"""">""","""● The radio station <font color=""""#0080bc"""">sponsored</font> the concert.<br>● The tournament is <font color=""""#0080bc"""">sponsored</font> by local businesses.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spontaneous,adj.,/spɒnˈteɪnɪəs/,<div>performed or occurring as a result of a sudden inner impulse or inclination and without premeditation or external stimulus.</div>,خودبخود، بی اختیار، خودجوش,impulsive,"""/ɪmˈpʌlsɪv/<font color=""""darkblue""""> &nbsp; instinctive</font>&nbsp;/ɪnˈstɪŋktɪv/<font color=""""darkblue""""> &nbsp; unplanned</font>&nbsp;/ˌʌnˈplænd/<br>[sound:instinctive.mp3][sound:unplanned.mp3]""","""<img src=""""instinctive.jpg"""">""","""● the audience broke into <font color=""""#0080bc"""">spontaneous</font> applause.<br>● Now, it's more concentrated and not as <font color=""""#0080bc"""">spontaneous</font>.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spontaneously,adv.,/spɒnˈteɪnɪəsli/,as a result of a sudden impulse and without premeditation.,خود به خود، به خودی خود,automatically,/ˌɔːtəˈmatɪkli/,"""<img src=""""paste-19838453940225.jpg"""">""","""● the crowd <font color=""""#0080bc"""">spontaneously</font> burst into song.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sporadic,adj.,/spəˈrædɪk/,"happening fairly often, but not regularly",گاه گاهی، پراکنده,intermittent,"""/ˌɪntərˈmɪtənt/<font color=""""darkblue""""> &nbsp; irregular</font>&nbsp;/ɪˈreɡjələr/<font color=""""darkblue""""> &nbsp; erratic</font>&nbsp;/ɪˈratɪk/<br>[sound:irregular.mp3][sound:erratic.mp3]""","""<img src=""""paste-41244570943489.jpg"""">""","""● <font color=""""#0080bc"""">Sporadic</font> cases of the disease were reported.<br>● <font color=""""#0080bc"""">Sporadic</font> loud noises kept startling everyone.<br>● There was rioting and <font color=""""#0080bc"""">sporadic</font> fighting in the city as rival gangs clashed.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sporadically,adv.,/spəˈrædɪkli/,occasionally or at irregular intervals.,گاه و بیگاه - گهگداری,occasionally,"""/əˈkeɪʒənəli/ <font color=""""darkblue""""> &nbsp; <br>intermittently</font> <font color=""""darkblue""""> &nbsp; irregularly</font><br>[sound:intermittent.mp3] [sound:irregular.mp3]""","""<img src=""""paste-153790127f825a6b8773784c9177921baabdc7a0.jpg""""><br><!img src=""""img7993693273345788030.png""""><br><!img src=""""img6492074647798230892.png"""">""","""● he worked <font color=""""#0080bc"""">sporadically</font> at part-time jobs.<br>● The fighting continued sporadically for several days.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spot,v.,/spɑːt/,a position in a list of things or in a competition,کشف کردن، تشخیص دادن، گرفتن,see,"""/siː/<font color=""""darkblue""""> &nbsp; identify</font>&nbsp;/aɪˈdentɪfaɪ/<font color=""""darkblue""""> &nbsp; catch</font>&nbsp;/kætʃ/<br>[sound:identify.mp3][sound:catch.mp3]""","""<img src=""""Identify-Your-Unique-Ability_Multiplier-Mindset-Blog.jpg"""">""","""● She <font color=""""#0080bc"""">spotted</font> a deer in the woods.<br>● The band's lead singer was recently <font color=""""#0080bc"""">spotted</font> with a well-known actress.<br>● They <font color=""""#0080bc"""">spotted</font> us five points, and we still lost.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spottily,adv.,/ˈspɒtili/,<div>In a spotty manner.</div>,گاهگداری،&nbsp;گهگاه،&nbsp;بعضی از اوقات,occasionally, /əˈkeɪʒənəli/,"""<img src=""""paste-7df26ce646ac5b73a9454bd1be0dcbc187caa23c.jpg"""">""","""● Perhaps The Woodsman was ultimately too low-budget and <font color=""""#0080bc"""">spottily</font> distributed to compete with the big studio releases. <br>● The country has a well-defined highway system that can take you right around much of the island (the windy, sparsely populated north-east coast is <font color=""""#0080bc"""">spottily</font> covered).<br>● National laws already prohibit sonograms for gender detection, which becomes possible after the 14th week, but the law has been <font color=""""#0080bc"""">spottily</font> enforced.<br>● Since it dries somewhat <font color=""""#0080bc"""">spottily</font>, this makes the underlying colours less uniform and more natural looking.<br>""",,,,,,,,,,,,,spotty,/ˈspɑːti/,چند در میان,,,,,,,,,,,,,,
spread,v.,/ sprɛd&nbsp;/,extend over a large or increasing area.,گسترش یافتن، منتشر شدن,distribute,/ˈdɪstrɪbjuːt/,"""<img src=""""paste-23450521436161 (1).jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● you can <font color=""""#0080bc"""">spread</font> the payments over as long a period as you like<br>● Manure can be <font color=""""#0080bc"""">spread</font> as a solid or semi-solid in a box or flail spreader.<br>● Sediments that hold water were <font color=""""#0080bc"""">spread</font> by glaciers and are still <font color=""""#0080bc"""">spread</font> by rivers and streams.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spur,v.,/spɜːr/,"""urge (a horse) forward by digging one's spurs into its sides.""",بر انگیختن، تحریک کردن,stimulate,/ˈstɪmjəleɪt/,"""<img src=""""paste-3959959846913.jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● she <font color=""""#0080bc"""">spurred</font> her horse towards the hedge.<br>● a movement that was <font color=""""#0080bc"""">spurred</font> in part by the growing  popularity of photography.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spur of the moment,phr.,,on impulse; without planning in advance.,,without planning,,"""<img src=""""paste-81256486273025.jpg"""" />""","""● I don't generally do things on the <font color=""""#0080bc"""">spur of the moment</font>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stabilize,v.,/ˈsteɪbɪlʌɪz /,make or become unlikely to give way or overturn.,تثبیت کردن,hold in place,,"""<img src=""""paste-12451110191105.jpg"""">""","""● an emergency program designed to <font color=""""#0080bc"""">stabilize</font> the economy.<br>● He experienced a mild dizziness, and it took his brain a couple of seconds to <font color=""""#0080bc"""">stabilize</font> .""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
staggering,adj.,/ˈstæɡərɪŋ/,very shocking and surprising,منکوب کننده، سرسام اور,overwhelming,/ˌoʊvərˈwelmɪŋ/,"""<img src=""""paste-11716670783489 (1).jpg"""">""","""● a <font color=""""#0080bc"""">staggering</font> amount of money required in the initial investment.<br>● It costs a <font color=""""#0080bc"""">staggering</font> $50,000 per week to keep the museum open to the public.""",,"""A <font color=""""sienna""""><i>staggering</i> </font>amount is an astonishing, astounding, stupefying amount. Anything <font color=""""sienna""""><i>staggering</i> </font>blows your mind.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
stagnation,n.,/stæɡˈneɪʃən/,"lack of activity, growth, or development.",رکود، ایستایی، بی حرکتی,inactivity,"""/ˌɪnækˈtɪvəti/<font color=""""darkblue""""> &nbsp; lack of growth<br></font>[sound:lack of growth.mp3]""","""<img src=""""paste-10990821310465 (1).jpg"""">""","""● In short, the increasing contamination and <font color=""""#0080bc"""">stagnation</font> of the segment of river had become a matter of concern.<br>● We are seeing <font color=""""#0080bc"""">stagnation</font> in the market for cows and sheep.<br>● One of the most important factors driving Europe’s slow emergence from the economic <font color=""""#0080bc"""">stagnation</font> of the Early Middle Ages (circa 500-1000 B.C.E.) was the improvement of agricultural technology.<br>""",,,,stagnate,/ˈstæɡneɪt/,راکد شدن,,,,,,,,,,,,,,,,,,,,,,,
staple,adj.,/ˈsteɪpəl/,"main or important, especially in terms of consumption.",عمده، اساسی، مهم,important,"""/ɪmˈpɔːrtənt/<font color=""""darkblue""""> &nbsp; essential</font>&nbsp;/ɪˈsenʃəl/<br>[sound:essential.mp3]""","""<img src=""""essential.jpg"""">""","""● such <font color=""""#0080bc"""">staple</font> items as flour and sugar<br>● That's a <font color=""""#0080bc"""">staple</font> plot in mystery novels.<br>● Early agriculturalists also experimented with growing succulent fruits like apples, olives, grapes, and melons, but most of these were brought into domestication much later than cereals and legumes, and in most cultures they've always been supplementary foods rather than <font color=""""#0080bc"""">staples</font>.<br>""",,"""Bread. Milk. Gasoline. Xboxes. What do these all have in common? They're all a <font color=""""sienna""""><i>staple</i> </font>of most people's consumption — basic products for which there will always be a demand.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
staunch,adj.,/stɑːntʃ/,"giving strong loyal support to another person, organization, belief etc",وفادار,strong,"""/strɒŋ/<font color=""""darkblue""""> &nbsp; loyal</font>&nbsp;/ˈlɔɪəl/<font color=""""darkblue""""> &nbsp; steadfast</font>&nbsp;/ˈstedfæst/<br>[sound:loyal_1342704248563.mp3][sound:steadfast.mp3]""","""<img src=""""paste-22905060589569.jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● She is a <font color=""""#0080bc"""">staunch</font> advocate of women's rights.<br>● He's a <font color=""""#0080bc"""">staunch</font> believer in the value of regular exercise.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steadfast,adj.,/ˈstedfæst/,resolutely or dutifully firm and unwavering.,ثابت قدم، استوار,firm,/fɜːrm/,"""<img src=""""a-lighthouse-braces-itself-against-the-ocean-in-a-picture.jpg"""">""","""● He was <font color=""""#0080bc"""">steadfast</font> in his support of the governor's policies.<br>● a <font color=""""#0080bc"""">steadfast</font> supporter of women's rights.<br>● Their <font color=""""#0080bc"""">steadfast</font> love in the face of horror can only be admired.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steady,adj.,/ˈstɛdi/,"firmly fixed, supported, or balanced; not shaking or moving.",ثابت - استوار,stable,"""/ˈsteɪbəl/<font color=""""darkblue""""> &nbsp; constant</font>&nbsp;/ˈkɑːnstənt/<br>[sound:constant.mp3]""","""<img src=""""paste-11789685227521.jpg"""">""","""● She used a tripod to keep the camera <font color=""""#0080bc"""">steady</font>.<br>● Painting takes a <font color=""""#0080bc"""">steady</font> hand and a good eye.<br>● Prices have remained <font color=""""#0080bc"""">steady</font> over the last month.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
