Id,Word,Extras,Transcription,Part of Speech,Definition,Example,Example Cloze,Image,Word Audio,Definition Audio,Example Audio,Short Meaning,Long Meaning,Web World,Found
4000EEW_B01_U02_0030,laugh,,[læf],n.,<i>Laugh</i> is the sound made when someone is happy or a funny thing occurs.,The sound of her <b>laugh</b> filled the room.,The sound of her {{c1::laugh}} filled the room.,"""<img src=""""4000EEW_B01_U02_0030.jpg"""" />""",[sound:4000EEW_B01_U02_0030.word.mp3],[sound:4000EEW_B01_U02_0030.definition.mp3],[sound:4000EEW_B01_U02_0030.example.mp3],To let out a chuckle or giggle is to laugh: people laugh when something is funny.,"To chortle, cackle, guffaw, or titter is to laugh. The job of a comedian is to make people laugh. Often people laugh at things that aren't supposed to be funny, and people also laugh to be polite. If something is silly, you can say ""That's a laugh!"" If you had fun at a party, you can say ""Thanks for the laughs."" Everybody's laugh sounds a little different. It would be a shame if your laugh sounded like Elmer Fudd.",laugh,True
4000EEW_B01_U02_0031,loud,,[laud],adj.,"If a sound is <i>loud</i>, it is strong and very easy to hear.",The man’s voice was so <b>loud</b> that we all could hear him.,The man’s voice was so {{c1::loud}} that we all could hear him.,"""<img src=""""4000EEW_B01_U02_0031.jpg"""" />""",[sound:4000EEW_B01_U02_0031.word.mp3],[sound:4000EEW_B01_U02_0031.definition.mp3],[sound:4000EEW_B01_U02_0031.example.mp3],"The adjective loud describes a noise that has a very high volume, like loud music at a concert that kept your ears ringing even after you left.","The word loud comes from the Old English word hlud, which means ""making noise, sonorous.""Loud is most often used to describe the volume level of music, but it can also refer to voices or other sounds that are unpleasant and high-volumed. Loud can also describe a tasteless or showy fashion choice, like a loud Hawaiian shirt paired with bright orange shorts.",loud,True
4000EEW_B01_U02_0032,nervous,,[nə́ːrvəs],adj.,"When a person is <i>nervous</i>, they think something bad will happen.",The boy became <b>nervous</b> when he heard the news.,The boy became {{c1::nervous}} when he heard the news.,"""<img src=""""4000EEW_B01_U02_0032.jpg"""" />""",[sound:4000EEW_B01_U02_0032.word.mp3],[sound:4000EEW_B01_U02_0032.definition.mp3],[sound:4000EEW_B01_U02_0032.example.mp3],"You know that queasy, uneasy feeling you get before a test? That's a nervous feeling. Everyone gets nervous sometimes.","Being nervous is a major part of life that everyone has to deal with at times. Some people are more nervous than others, but we all get nervous about certain things — for example, having to perform in front of a crowd makes most people nervous. Getting interviewed for a job is a nervous experience. When the stock market keeps going up or down, you could say it's a nervous stock market. Nervous also applies to the body's nervous system, which includes your brain, spinal cord, and the nerves throughout your body. If you think you injured your nervous system, that's a good reason to be nervous.",nervous,True
4000EEW_B01_U02_0033,noise,,[nɔiz],n.,A <i>noise</i> is an unpleasant sound.,The crying baby made a loud <b>noise</b>.,The crying baby made a loud {{c1::noise}}.,"""<img src=""""4000EEW_B01_U02_0033.jpg"""" />""",[sound:4000EEW_B01_U02_0033.word.mp3],[sound:4000EEW_B01_U02_0033.definition.mp3],[sound:4000EEW_B01_U02_0033.example.mp3],"A noise is any sound. Often, it means a sound people don't like, like the noise of traffic or a barking dog.","When someone yells ""What is that noise?!"" you can be sure they're not happy about what they're hearing. They mean noise as anything too loud or annoying. When it comes to music, people often disagree on what's noise and what isn't. Your noise might be another person's lullaby. A car siren will wake you up, but some noises can be soothing. ""White noise"" is an electronically generated sound often used to help someone fall asleep.",noise,True
4000EEW_B01_U02_0034,project,,[prάdʒekt],n.,A <i>project</i> is a type of work that you do for school or a job.,His afternoon work <b>project</b> was to paint the room green.,His afternoon work {{c1::project}} was to paint the room green.,"""<img src=""""4000EEW_B01_U02_0034.jpg"""" />""",[sound:4000EEW_B01_U02_0034.word.mp3],[sound:4000EEW_B01_U02_0034.definition.mp3],[sound:4000EEW_B01_U02_0034.example.mp3],A project is a piece of work that is planned or intended. Plan a little extra time for your gingerbread house project — gluing the walls and roof can take a while.,"If you call a person your project, pronounced PRAH-jekt, it means you are trying to improve them by telling them how to behave, etc. As a verb, pronounced pro-JEKT, it means to jut out literally — The fireplace projects into the dining room — or figuratively — Try to project your ideas forcefully. If you assume another person is feeling the same things you are, you are projecting your feelings onto them.",project,True
4000EEW_B01_U02_0035,scare,,[skɛəːr],v.,To <i>scare</i> someone is to make them feel afraid.,My uncle was <b>scared</b> by what he saw in the room.,My uncle was {{c1::scared}} by what he saw in the room.,"""<img src=""""4000EEW_B01_U02_0035.jpg"""" />""",[sound:4000EEW_B01_U02_0035.word.mp3],[sound:4000EEW_B01_U02_0035.definition.mp3],[sound:4000EEW_B01_U02_0035.example.mp3],Scare is a verb that means frighten or intimidate. You might be embarrassed to admit that you don't want to go to the beach with your friends because of how much seagulls scare you.,"Questions on a test you're unprepared for might scare you, and so might a barking dog. To scare is to spook, startle, or cause fear, and what scares your best friend most (like losing his job) might not be what would scare you more than anything (like discovering a huge snake in your shower). You can also use scare as a noun, as in ""It gave me such a scare when all my friends jumped out and yelled, 'Surprise!'""",scare,True
4000EEW_B01_U02_0036,secret,,[síːkrit],n.,A <i>secret</i> is something that you do not tell other people.,The two boys were sharing a <b>secret</b>.,The two boys were sharing a {{c1::secret}}.,"""<img src=""""4000EEW_B01_U02_0036.jpg"""">""",[sound:4000EEW_B01_U02_0036.word.mp3],[sound:4000EEW_B01_U02_0036.definition.mp3],[sound:4000EEW_B01_U02_0036.example.mp3],"A secret is something you don’t want everybody to know, like your secret crush on the bus driver. A secret can also be a mystery known to only a few — the secret of the lost pyramid.","There might be a secret passageway in your basement that only you know about. You could have a secret passion for Japanese anime comics and share that secret with only your closest friends. If you're ""in on a secret"" — plans for a surprise birthday party, for instance — that means you're in the inner circle of people in the know. Everybody has to keep the secret, or the party won't be a surprise.",secret,True
4000EEW_B01_U02_0037,shout,,[ʃaut],v.,To <i>shout</i> is to say something loudly.,My boss <b>shouted</b> at me because I was late for work.,My boss {{c1::shouted}} at me because I was late for work.,"""<img src=""""4000EEW_B01_U02_0037.jpg"""" />""",[sound:4000EEW_B01_U02_0037.word.mp3],[sound:4000EEW_B01_U02_0037.definition.mp3],[sound:4000EEW_B01_U02_0037.example.mp3],,,shout,True
4000EEW_B01_U02_0038,smell,,[smel],v.,To <i>smell</i> something means to use your nose to sense it.,The two friends <b>smelled</b> the flower.,The two friends {{c1::smelled}} the flower.,"""<img src=""""4000EEW_B01_U02_0038.jpg"""" />""",[sound:4000EEW_B01_U02_0038.word.mp3],[sound:4000EEW_B01_U02_0038.definition.mp3],[sound:4000EEW_B01_U02_0038.example.mp3],Smell is one of your five senses—the one you use your nose for. Dogs have such a sharp sense of smell that they can sniff out things like explosives and drugs.,"Your sense of smell gives you important information, like ""this milk is sour,"" or ""I need a shower."" An individual odor or scent is also a smell, and to perceive it with your nose is to smell it. If someone says, ""You smell,"" it's not a compliment—what they mean is, ""You don't smell good."" While experts believe that smell has an Old English root, it was never recorded.",smell,True
4000EEW_B01_U02_0039,terrible,,[térəbəl],adj.,"If something is <i>terrible</i>, it is very bad.",The way he treated his classmate was <b>terrible</b>.,The way he treated his classmate was {{c1::terrible}}.,"""<img src=""""4000EEW_B01_U02_0039.jpg"""" />""",[sound:4000EEW_B01_U02_0039.word.mp3],[sound:4000EEW_B01_U02_0039.definition.mp3],[sound:4000EEW_B01_U02_0039.example.mp3],"The original meaning of terrible was anything that causes terror. That meaning still applies, but mostly this is a word for anything really bad.","Terrible used to be reserved for things that caused fear and terror, but today we use the word to describe anything awful, lousy, or just plain bad. People like saying ""That movie was terrible!"" or ""The Yankees are terrible!"" If you get a D on a test, you might tell your friends the test (or teacher) is terrible. Or you might also say, ""I am terrible at taking tests.""",terrible,True
4000EEW_B01_U02_0040,worse,,[wəːrs],adj.,"If something is <i>worse</i>, it is of poorer quality than another thing.",Business was <b>worse</b> this month than last month.,Business was {{c1::worse}} this month than last month.,"""<img src=""""4000EEW_B01_U02_0040.jpg"""" />""",[sound:4000EEW_B01_U02_0040.word.mp3],[sound:4000EEW_B01_U02_0040.definition.mp3],[sound:4000EEW_B01_U02_0040.example.mp3],"Worse means ""not as good as something else"" or ""changed negatively,"" like a sore throat that is getting worse, meaning it hurts more now.","Worse comes from the Old Saxon word werran or ""to entangle, compound."" To compound is to add to, so if troubles, complication, or anything else that entangles are added to a situation, it will get worse. Remember that worse is used to compare two things, such as ""now"" and ""before,"" while worst compares three or more things. You might use worse than yesterday, but this doesn't make it the worst cold you ever had.",worse,True
4000EEW_B01_U03_0041,alien,,[éiljən],n.,An <i>alien</i> is a creature from a different world.,The <b>alien</b> came in peace.,The {{c1::alien}} came in peace.,"""<img src=""""4000EEW_B01_U03_0041.jpg"""" />""",[sound:4000EEW_B01_U03_0041.word.mp3],[sound:4000EEW_B01_U03_0041.definition.mp3],[sound:4000EEW_B01_U03_0041.example.mp3],"Something that's alien is different or foreign. In science fiction, space aliens come from other planets.","When we talk about aliens, or things that are alien, we're talking about things and people that are different and strange to us — like an alien from outer space. Some people refer to undocumented immigrants as ""aliens,"" but nowadays, the term is often considered dehumanizing. Besides people, experiences can be alien. If you've never owned a cat, then having a cat is alien to you. You can also alienate people by making them feel weird, disconnected, and alone — like an alien.",alien,True
4000EEW_B01_U03_0042,among,,[əmʌ̀ŋ],prep.,"If you are <i>among</i> certain things, they are all around you.",There was a red apple <b>among</b> the green ones.,There was a red apple {{c1::among}} the green ones.,"""<img src=""""4000EEW_B01_U03_0042.jpg"""" />""",[sound:4000EEW_B01_U03_0042.word.mp3],[sound:4000EEW_B01_U03_0042.definition.mp3],[sound:4000EEW_B01_U03_0042.example.mp3],,,,False
